TagName,Count,Description
"delphi-7","3030","Delphi 7, released in August 2002, is a version of Delphi for Windows 32 bit."
"git-merge","3030","git-merge is a git command which integrates changes from another branch by incorporating commits into the currently checked-out branch."
"publish","3029","To publish is the process to make something publicly available. This might be the stuff that happens inside a CRM system after editing an article and finally publishing it, or publishing a project artifact. "
"mathematical-optimization","3027","Mathematical optimization deals with maximizing or minimizing an objective function by choosing values from within an allowed feasible set of possible values. Mathematical optimization is often also referred to as mathematical programming or simply as optimization."
"arkit","3027","Apple ARKit is Augmented Reality SDK introduced in iOS 11.0, which integrates the iOS or iPadOS device RGB camera data, Motion Sensor data and LiDAR Scanner data to produce robust AR experiences."
"require","3026","In interpreted languages like Lua, PHP and Ruby, ""require"" is a statement that tells the interpreter to include a certain source-file at that position where the ""require"" statement has been placed."
"jndi","3025","The Java Naming and Directory Interface (JNDI) is a Java API for a directory service that allows Java software clients to discover and look up data and objects via a name."
"associative-array","3023","An associative array is an abstract data type composed of a collection of unique keys mapped to a collection of values."
"image-uploading","3023","The process of moving images or similar files from a client machine to a server for storage and possible later display."
"python-unittest","3022","Python's standard library framework for testing."
"desktop-application","3019","An application that runs stand alone in a desktop or laptop computer. Contrast with ""Web-based application,"" which requires the Web browser to run."
"encode","3017","to convert some data (e.g. string, picture) to some representation (e.g. bytes, electrical signals)"
"destructor","3015","A special method in object-oriented programming which is invoked when an object is destroyed"
"sleep","3014","sleep is a system call that suspends a process or thread for a specified amount of time"
"carrierwave","3014","A modern ruby gem for file uploads in Rails and other frameworks, similar to paperclip and attachment_fu"
"entity-framework-migrations","3013","Migrations is a feature of Entity Framework that provides for detecting changes to a code(or database)-first model, and upgrading the database (or the model) schema based on those changes."
"azure-logic-apps","3010","Azure Logic Apps is a cloud service that helps you build automated business process and enterprise integration workflows through a visual designer. For more control, you can change the runtime by using the Logic Apps Workflow Definition Language. Logic Apps easily consume API apps such as Outlook 365, DropBox, and more. You can call logic apps with schedule-based triggers, webhook triggers, or programmatically."
"factory","3009","""Factory"" is a general term for object-oriented programming patterns which create objects. Instead of this tag, please use tags for the specific Gang of Four patterns [factory-method] or [abstract-factory] when appropriate."
"git-branch","3006","git-branch is the Git command that manages branches."
"data-mining","3005","Data mining is the process of analyzing large amounts of data in order to find patterns and commonalities."
"curve-fitting","3000","Fitting 1-D curve to data points, minimizing pre-defined error/loss function."
"quicksort","2999","Quicksort is a sorting algorithm invented by C. A. R. Hoare that has an average-case complexity of O(n log n) and worst-case quadratic complexity.  It is one of the fastest general-purpose sorting algorithms."
"dynamic-memory-allocation","2997","Dynamic memory allocation, usually in the context of languages without garbage collection or mandatory or automatic reference counting, refers to the process or asking the operating system for a variable sized block of memory."
"crop","2996","Crop refers to any issues relating to cropping images."
"sql-like","2995","The LIKE predicate is used to search for a specific pattern in a column."
"azureservicebus","2994","Microsoft Azure Service Bus provides a hosted, secure, and widely available infrastructure for widespread communication, large-scale event distribution, naming, and service publishing. Endpoints can be located behind network address translation (NAT) boundaries, or bound to frequently-changing, dynamically-assigned IP addresses, or both. Service Bus comes with a 99.9% uptime SLA."
"background-process","2994","A background process is a computer process that runs ""behind the scenes"" (i.e. in the background) and without user intervention. Typical tasks for these processes include logging, system monitoring, scheduling, and user notification."
"crm","2993","Customer Relationship Management (CRM) is a strategy for managing customer interaction. CRM software usually focus on sales, marketing and customer service."
"mysql-python","2989","Use this tag for questions about the MySQL-Python database connector library (MySQLdb). Do not use this tag for questions about MySQL Connector/Python (use the [mysql-connector-python] tag instead)."
"url-redirection","2988","URL redirection refers to bouncing a web request to another url"
"jquery-events","2987","These methods are used to register behaviors to take effect when the user interacts with the browser, and to further manipulate those registered behaviors. "
"raphael","2987","Raphaël is a cross platform JavaScript library for outputting vector graphics in both standards compliant SVG (for Firefox, Chrome, Internet Explorer 9+ ...) and VML for older versions of Internet Explorer."
"core-location","2986","This proprietary Apple framework for iOS and Mac OS X allows apps to obtain information on a device's current location (latitude, longitude, and on some devices, altitude), direction and speed. The framework also provides methods for monitoring regions and being notified as the devices enters and exits predetermined geographical regions."
"c++20","2985","C++20 is the version of C++ after C++17.  This tag should be used (along with the [C++] tag) for questions about C++ features specific to C++20."
"xib","2984","XIB is the file format for Interface Builder, which is a development tool for the Mac OS X & iOS platforms."
"java-7","2979","Java SE version 7 was released in 2011. The new features, in comparison to the version 6, include dynamic language support, compressed pointers, small language extensions, elliptic curve cryptography, new network protocols, the ability to use Strings as case values in a switch statement, and various system library extensions."
"gif","2979","GIF (Graphics Interchange Format) is an image file format associated with "".gif"" file extension. Use this tag for questions involving this specific format."
"scatter-plot","2977","A scatter plot is a type of data visualization that reveals possible correlations between two variables. Data points are plotted on a two-dimensional plane using Cartesian coordinates. Use this tag if you have a programming question related to scatter plots, such as problems with computing or displaying the data. You should also tag which language or software libraries you are using."
"reduce","2977","Reduce refers to the second step in a MapReduce computation, a component of a larger scalable, parallel-izable algorithm."
"versioning","2976","Software versioning is the process of assigning either unique version names or unique version numbers to unique states of computer software. Within a given version number category (major, minor), these numbers are generally assigned in increasing order and correspond to new developments in the software."
"filepath","2976","File path, specifies a unique location in a file system."
"web-hosting","2975","Web hosting is a service that provides clients with the ability to make their content web-accesible by renting server space in a company's data center."
"traits","2968","In computer programming, a trait is a collection of methods, used as a ""simple conceptual model for structuring object oriented programs"""
"interrupt","2967","Use for questions related to interrupt signals and interrupt handling."
"remote-access","2964","Remote access is the connection to a data processing system from a remote location."
"nio","2963","NIO is Java 'New I/O' introduced in 1.4, providing non-blocking and multiplexed network I/O; 'direct' (native) buffers; file locks and mapped files; and character set codecs."
"git-bash","2963","Git Bash is a bash shell bundled with Git for Windows that enables use of Git from the command line."
"kubernetes-ingress","2961","Ingress gives you a way to route requests to services based on the request host or path, centralizing a number of services into a single entrypoint."
"urllib2","2960","urllib2 is a builtin python 2 module that defines functions and classes to help with URL actions. It is notably unsatisfactory and has been replaced in python 3 and by third-party libraries."
"android-constraintlayout","2959","A new type of layout available in the Android Support repository built on top of a flexible constraint system, marking views positions relative to each other."
"file-permissions","2956","For questions relating to file read/write permissions, user groups, executable bits etc. Be sure to include a tag for the operating system (Windows or Unix) and tag for operating system version."
"amazon-emr","2954","Amazon Elastic MapReduce (Amazon EMR) is a web service that enables businesses, researchers, data analysts, and developers to easily and cost-effectively process vast amounts of data. It utilizes a hosted Hadoop framework running on the web-scale infrastructure of Amazon Elastic Compute Cloud (Amazon EC2) and Amazon Simple Storage Service (Amazon S3). "
"uistoryboard","2954","UIStoryboard is a screen flow layout mechanism introduced in iOS 5. Storyboards allow a developer to create a conceptual overview of the screens in an app and the connections/workflow among them. Storyboards can be implemented gradually in an existing application, and used in conjunction with XIBs."
"form-submit","2954","The submit event is sent to an element when the user is attempting to submit a form. It can only be attached to form elements. Forms can be submitted either by clicking an explicit <input type=""submit"">, <input type=""image"">, or <button type=""submit"">, or by pressing Enter when certain form elements have focus."
"nexus","2952","Nexus is a Repository Manager for Maven, NuGet and other binary artifact repositories. Repository managers serve two purposes: they act as highly configurable proxies between your organization and the public repositories and they also provide an organization with a deployment destination for your internally generated artifacts."
"apache-kafka-connect","2952","Apache Kafka Connect is a tool for scalable and reliable streaming data between Apache Kafka and other data systems."
".net-5","2952","The previous version of .NET, successor of both .NET Core and .NET Framework. Use this tag for questions about .NET 5 and .NET 5's formal specification."
"openapi","2951","The OpenAPI Specification, originally known as the Swagger Specification, is a specification for machine-readable interface files for describing, producing, consuming, and visualizing RESTful Web services."
"orchardcms","2951","Orchard is a free, open source, community-focused Content Management System built on the ASP.NET MVC platform."
"device","2950","DO NOT USE. This tag is ambiguous. Questions about hardware not related to programming are off-topic."
"pixel","2950","A pixel is the smallest unit that can be represented or controlled on a display. The word pixel is derived from the phrase ""picture element"".  "
"drawable","2948","A Drawable is a graphics-related term which generally means ""something to be drawn."""
"layout-manager","2947","Layout Managers are a collection of standard Java based layout managers for AWT & Swing components. The managers handle the logic of how to size, position & align Components within a Container, and set the orientation of the container so that it is appropriate for the locale in which the program is running."
"distribution","2944","This tag concerns statistical distributions, their implementations, and properties."
"docker-swarm","2942","Docker Swarm is native clustering for Docker. It turns a pool of Docker hosts into a single, virtual host."
"collision","2941","The intersection of one or more objects or concepts, such as communications packets or function names. For questions about collision detection (in computer graphics) use the [collision-detection] tag instead."
"weka","2940","Weka (Waikato Environment for Knowledge Analysis) is an open source machine learning library written in Java. "
"jquery-ui-datepicker","2940","A datepicker widget from jQuery-ui which allows the user to select a date from a popup or inline calendar"
"sendmail","2938","DO NOT use as a general tag for sending email. This is about ""sendmail"", the general purpose email routing facility that supports mail transport via TCP/IP using SMTP"
"browserify","2935","Browserify is a tool that packages Node.js modules for a web browser."
"numpy-ndarray","2935","Numpy Ndarray refers to the N-dimensional array type that describes the collection of the same type in the Python library NumPy.  Use this tag for questions related to this array type."
"mongoose-schema","2934","Everything in the Mongoose ODM starts with a Schema. Each schema maps to a MongoDB collection and defines the shape of the documents within that collection."
"rdlc","2934","Client Report Definition (.rdlc) files are files that allow a ReportViewer control to use its built-in processing capability to generate a Sql Server Reporting Services (SSRS) report."
"doxygen","2933","Doxygen is a multilanguage documentation generation application for C++, C, Java, Objective-C, Python, IDL, Fortran, VHDL, PHP  and C# that supports a wide variety of output formats including RTF, HTML, XML and PDF."
"data-annotations","2933","Data Annotations are used by frameworks such as ASP.NET MVC to enable a model-based validation approach and enforce consistent validation throughout the application, both on client and server side. They were first introduced in ASP.NET MVC 2.  In addition to ASP.NET MVC, they can also be used with other technologies such as Entity Framework, either through manual placement of attributes on properties, or automatic generation with T4 templates."
"aggregation","2931","Aggregation is a relationship between two classes that is best described as a ""has-a"" and ""whole/part"" relationship."
"nspredicate","2930","The NSPredicate class is used in Mac OS X and iOS development to define logical conditions used to constrain a search either for a fetch or for in-memory filtering."
"typedef","2929","In C and C++, the typedef keyword allows you to create an alias for a known data type."
"uuid","2928","A UUID (Universally Unique IDentifier) is an identifier that is created with the intent of being, as the name suggests, universally unique."
"swig","2925","SWIG is an interface compiler that connects programs written in C and C++ with scripting languages such as Perl, Python, Ruby, and Tcl."
"setuptools","2922","setuptools is a set of enhancements to Python's distutils which simplify building, distribution and installation of Python packages."
"repeat","2922","""repeat"" refers to the action of doing something over again."
"android-xml","2922","Android projects use XML in several ways: defining the project and components, building layouts, defining animations, creating menus and specifying resources (static and dynamic) for the project."
"entity-framework-4.1","2920","This tag is for the ADO.NET Entity Framework 4.1, the first release of EF to ship separately from the .NET framework. It builds upon the core Entity Framework included in .NET 4.0 and was released to the public in March 2011."
"barcode","2918","This tag should be used for questions on how to generate, decode, or use barcodes in programs."
"importerror","2915","Refers to errors that result from attempting to import a module or library into one's code"
"openstack","2913","OpenStack is a collection of open source projects that enables an open, scalable cloud infrastructure. The core of OpenStack is meant to provide consistent APIs and interfaces to a variety of potential back-ends."
"x509certificate","2912","X509Certificate is the name of .NET and Java classes for handling X.509 certificates."
"search-engine","2912","A search engine is program that searches documents for specified keywords and returns a list of the documents where the keywords were found."
"boxplot","2911","Boxplot is a form of displaying cardinally scaled data displaying robust summary statistics as graphical elements."
"windows-authentication","2909","Integrated Windows Authentication is a term associated with Microsoft products that refers to the SPNEGO, Kerberos, and NTLM authentication protocols.    Use tag with Windows authentication generally; though it might be best to use one of the more protocol-specific tags (such as Kerberos or NTLM) if the protocol being used is known."
"abap","2908","ABAP is the programming language of SAP softwares R/3, S/4HANA, CRM and many others."
"blogger","2907","Use for questions about Google Blogger, a free service for blog publishing. Do not use for questions about blogging engines or tools."
"nsdateformatter","2907","Class that creates string representations of NSDate (and NSCalendarDate) objects, and convert textual representations of dates and times into NSDate objects."
"jtextfield","2906","JTextField is a Java Swing component that allows the editing of a single line of text."
"android-drawable","2906","In Android, a Drawable is a general abstraction for ""something that can be drawn."""
"gd","2906","GD Library is used to dynamically create and manipulate image files."
"angular-material2","2906","Angular Material is an implementation of Material Design in Angular 2/4/5/6. DO NOT use this tag for AngularJS Material questions."
"iis-6","2905","IIS (Internet Information Services) is a web server application and a set of feature extension modules created by Microsoft as part of Windows. IIS version 6 is shipped with Windows Server 2003 and Windows XP Professional x64 Edition.    Both Windows XP and Windows Server 2003 are end of life, so migration to newer releases must be done."
"jodatime","2903","Joda-Time provides a quality replacement for the Java date and time classes. The design allows for multiple calendar systems, while still providing a simple API."
"tls1.2","2898","Transport Layer Security (TLS) is a cryptographic protocol designed to provide communications security over a computer network."
"master-pages","2897","a feature of ASP.NET that allows template-based page development."
"obfuscation","2897","Obfuscation is the process by which the code is altered so that a developer finds it much harder to understand clearly what the intended program does or how it operates. The larger the program the greater the obfuscation, as code becomes intertwined linking different segments through out the program."
"asterisk","2896","GENERAL ASTERISK SUPPORT IS OFF-TOPIC. Support questions may be asked on https://superuser.com. Server support like ""please read this output and say what is wrong"" or configuration is OFF-TOPIC. Asterisk is a PBX software whose main aim is to route audio/video calls. It is released under a dual license: the GNU General Public License (GPL) and a commercial license. "
"aws-glue","2893","AWS Glue is a fully managed ETL (extract, transform, and load) service that can categorize your data, clean it, enrich it, and move it between various data stores. AWS Glue consists of a central data repository known as the AWS Glue Data Catalog, an ETL engine that automatically generates Python code, and a scheduler that handles dependency resolution, job monitoring, and retries. AWS Glue is serverless, so there's no infrastructure to manage."
"bouncycastle","2888","Bouncy Castle is a cryptography API providing various cryptography, encryption, and security protocols. There are fairly similar libraries in both C# and Java that implement the API. Additionally, Bouncy Castle provides a JCE-compliant crypto provider for Java."
"spatial","2887","Spatial data types store geometric data, that is data related to an object's position in space."
"tweepy","2885","An easy-to-use Python library for accessing the Twitter API. It can be used with Python (2.7 and 3.5+)."
"sendgrid","2881","Cloud-based email infrastructure and delivery engine, with integration via SMTP and HTTP API. Also offers analytics and newsletter functionality."
"plone","2881","Plone is a content management system (CMS) written in Python. Its strengths are in intranets, websites and document management. It has support for multilingual content and versioning."
"sql-delete","2879","The SQL DELETE statement allows you to delete a single row or multiple rows from a SQL table."
"raspbian","2879","Raspbian is a free Debian-based OS for the Raspberry-Pi computer. Use this tag for questions that involve utilities or setup or application development under the Raspbian operating system. For questions concerning Raspberry Pi hardware use a raspberry-pi tag. Include a programming language tag if needed and if the post is about the GPIO then include that tag as well."
"blender","2878","Blender is the free open source 3D content creation suite, available for all major operating systems under the GNU General Public License. Also see the https://blender.stackexchange.com Stack Exchange site for more Blender-related questions."
"freemarker","2878","FreeMarker is a Java based template engine, a generic tool to generate text output (anything from HTML to autogenerated source code) based on templates. It's a Java package, a class library for Java programmers. It's not an application for end-users in itself, but something that programmers can embed into their products."
"main","2874","In many programming languages, the main function, subroutine, or method marks the entry point of the program.  It is generally the first-programmer-written function run when a program starts."
"deep-linking","2871","In the World Wide Web, deep linking is the usage of a hyperlink that is expressed as an absolute URL (i.e. http://example.com/path/page), vs. a relative one (i.e. /path/page). Deep links to other web sites can be desired or not by the site the link points to."
"glob","2870","globs, more properly called [shell] patterns, and also known as wildcard expressions, are instances of a pattern-matching language used in many, esp. POSIX-like shells, to match filenames and strings: e.g., `*.c` is a glob for C source files and matches any file whose suffix (extension) is `.c`."
"fs","2869","File I/O in the Node.js Javascript platform"
"mp4","2867","MP4 is a multimedia container format standard with the file extension .mp4. It can be used to store digital audio/video streams, in addition to other multimedia."
"angular2-template","2863","For questions referencing Angular Template Syntax including: interpolation, input(property) bindings, output(event) bindings, two-way binding, local variables, star syntax, etc. This tag is specific to angular version 2.x and above"
"fetch-api","2863","The Fetch API is an improved replacement for XHR, for making asynchronous HTTP requests while better managing  redirects and interaction with CORS and Service Workers."
"kubectl","2861","The Kubernetes command-line tool, kubectl, allows you to run commands against Kubernetes clusters. You can use kubectl to deploy applications, inspect and manage cluster resources, and view logs."
"document","2855","Is a term that in computer science can refer to various file types containing usually human readable information, if opened with appropriate software."
"loopbackjs","2855","LoopBack is an open source Node.js framework built on top of Express.js optimized for mobile, web, and other devices. Connect to multiple data sources, write business logic in Node.js, glue on top of your existing services and data, build REST APIs and connect using JavaScript, iOS, and Android SDKs."
"uwp-xaml","2852","This tag is for the XAML UI framework specific to Windows-Store-Apps on Windows 10, part of the Universal Windows Platform (UWP)."
"compatibility","2851","This tag should be used to identify questions regarding compatibility issues, for example between different versions of the same software product or, development kit or library."
"mvvm-light","2850","The MVVM Light Toolkit is a set of components helping people to get started with the Model - View - ViewModel pattern in Silverlight, WPF, Xamarin, .NET Core and Windows Phone. It is a light and pragmatic framework that contains only the essential components needed. "
"database-schema","2846","A description of the structure of the database - including the structure of the tables, columns, constraints, views, etc, etc... that make up the database.Normally defined in the text, generally SQL in an RDBMS, the schema describes the complete blueprint for the database, defining everything about the database except that data itself."
"graph-algorithm","2845","Graph Algorithms are a sequence of well-defined steps that will solve a problem related to Graph Theory, where a Graph in this context is a collection of vertices (""nodes"") and edges that connect these vertices."
"caffe","2843","Caffe is a fast deep learning framework. It supports CPU and GPU processing. Caffe is released under the BSD 2-Clause license. It is based on C++ but provides APIs for Python and Matlab."
"uwsgi","2841","uWSGI is a fast, self-healing and developer/sysadmin-friendly application container server coded in pure C."
"cpu-architecture","2840","The hardware microarchitecture (x86, x86_64, ARM, ...) of a CPU or microcontroller."
"rcpp","2835","Rcpp provides seamless integration of C++ code in R."
"vscode-extensions","2835","Visual Studio Code Extension API and extension development"
"ros","2834","ROS (Robot Operating System) provides libraries and tools to help software developers create robotics applications. It provides hardware abstraction, device drivers, libraries, visualizers, message-passing, package management, and more.  If your question is rather about hardware than code, you may also want to consider asking your question on *robotics* stack exchange."
"currency","2833","Currency is a medium of exchange of value, usually referring to government issued denominations."
"javadoc","2832","Javadoc is an extensible documentation generation system which reads specially formatted comments in Java source code and generates compiled documentation.  It is typically used to produce API documentation in the form of HTML web pages."
"gdi+","2830","The Graphics Device Interface (GDI) is a Microsoft Windows application programming interface and core operating system component responsible for representing graphical objects and transmitting them to output devices such as monitors and printers. -Wikipedia"
"ios10","2830","iOS 10 is the tenth version of Apple's iOS mobile operating system. It was announced at the company's Apple Worldwide Developers Conference (WWDC) on June 13, 2016.  The ios10 tag should be used for questions specific to Apple's iOS 10 operating system. General iOS questions should use the ios tag."
"calayer","2828","CALayer is a Core Animation class in the Quartz Core framework. It encapsulates the geometry and presentation of a layer. It supports animations of the layer's geometry and its content."
"delimiter","2828","A delimiter is a sequence of one or more characters used to specify the boundary between separate, independent regions in plain text or other data streams."
"ubuntu-12.04","2826","The previous LTS release of Ubuntu, code-named Precise Pangolin. Released on 26th April, 2012. You should only use this tag if your question is hardware or version-specific."
"wav","2826","This tag is for questions related to the ""Waveform Audio File Format"", WAVE, or wav for short."
"jruby","2825","JRuby is an open-source Java implementation of the Ruby programming language. It is Ruby for the JVM. Using idiomatic Ruby syntax, JRuby can consume Java classes and libraries with ease. "
"drupal-8","2824","Drupal 8 is the Drupal version that was officially released on November 19, 2015. Rather than using this tag, consider posting your question directly on https://drupal.stackexchange.com/."
"key-value","2822","A key-value pair is a set of two linked data items: a key which uniquely identifies some item of data, and the value, which is either the data that is identified or a pointer to the location of that data. Key-value pairs are frequently used in lookup tables, hash tables and configuration files. "
"parent","2821","In an oriented tree, the parent is the previous node before the node of interest. The word parent can then be used in countless abstractions of computer science. The container of contained graphic or logic items can be called a parent. The inherited class in OOP can be called the parent. "
"axis","2821","Don't use the [axis] tag to refer to Apache Axis. Use [apache-axis] instead; see: https://meta.stackoverflow.com/q/276302/"
"use-effect","2820","Questions related to the use of 'useEffect', which is a reactjs hook."
"wireshark","2819","Wireshark is a network capture and protocol analyzer tool. If this question isn't directly about programming, consider asking it on Super User or Network Engineering instead of here."
"freeze","2818","freeze in programming refers to a condition where in the concerned code or system becomes unresponsive. "
"asmx","2817","The web service technology from .NET 1.0, now considered a ""legacy technology""."
"cdn","2817","A content delivery network or content distribution network (CDN) is a system of computers containing copies of data placed at various nodes of a network."
"attachment","2815","Any additional content added to a digital object, such as an email attachment."
"crashlytics","2814","a mobile service for building crash reporting for iOS and Android, part of Firebase"
"firewall","2812","GENERAL FIREWALL SUPPORT IS OFF-TOPIC. Support questions may be asked on https://superuser.com. A firewall is a network security device or software.  Please specify the brand and model or version in your question."
"data-modeling","2811","Data modeling questions refer to the techniques used to gather and analyze data requirements needed to support data operations in programs and systems."
"wso2-am","2809","WSO2 API Manager is a complete solution for designing and publishing APIs, creating and managing a developer community, and for scalably routing API traffic."
"simple-form","2809","Questions about ""Simple Form"" which generates view code for forms in Rails. This tag is NOT related to ""SimpleForm"" in OpenUI5."
"microsoft-dynamics","2804","Microsoft Dynamics is a line of ERP and CRM applications. This tag can cover any of the products in the Dynamics family (CRM, AX, GP, NAV, SL, C5). These products have little in common beside the name, please do NOT use this tag."
"filereader","2801","`FileReader` can refer either to the `java.io.FileReader` class for reading files as text in a file system in Java, or to a similar class in JavaScript to access files on a local machine.  See the description for more details."
"greasemonkey","2798","OBSOLETE as of Firefox 57.  Use [greasemonkey-4] or [tampermonkey] as applicable.  If using some other browser userscript engine, use [userscripts]."
"android-5.0-lollipop","2797","Android Lollipop, formerly known as just ""Android L"", was first shown at Google I/O 2014. The final name was confirmed on October 15th. It supports API Level 21."
"android-source","2795","Questions about the source code and building of Android itself, contributing to the Android project, Android kernel development and porting.  Do not use for Android application development questions except where specific to building applications as pre-packaged parts of the system."
"sip","2795","The Session Initiation Protocol, defined in ""RFC 3261"", is an application layer signalling protocol for establishing and modifying long-running relationships between two or more peers.  (NB: for questions about the SIP python bindings generator, use the [python-sip] tag)."
"fopen","2794","fopen opens a file resource, in order to read, write or append content to it."
"jsonschema","2794","A JSON Schema is a JSON document (an object) which defines constraints on what other JSON documents (the instances) should obey; it can also be used to interpret instances so as to provide links to external resources (hyper schema)."
"moodle","2793","Moodle is an open source learning management system (LMS) written in PHP."
"bitwise-operators","2792","Operators which are used to perform manipulation at bit-level.The programming languages are Byte oriented whereas the hardware is bit oriented.Therefore, being able to operate on bit level can be very important in programming,especially when the program directly interact with the hardware."
"purrr","2791","purrr enhances R’s functional programming toolkit by providing a complete and consistent set of tools for working with functions and vectors, such as map() and reduce()."
"saml-2.0","2789","Security Assertion Markup Language 2.0 (SAML 2.0) is a standard providing means to exchange authentication and authorization data between security domains. It is typically used to achieve cross-domain single sign-on (SSO) and creation of security tokens."
"offset","2788","The relational position of an entity, when compared to another entity with fixed position. Typically used, for example, to define location within a file or byte buffer from which information should be read."
"apollo-client","2788","Apollo Client is a JavaScript library for building client UIs that fetch data using GraphQL."
"flex3","2786","Adobe Flex is a software development kit (SDK) released by Adobe Systems for the development and deployment of cross-platform rich Internet applications based on the Adobe Flash platform."
"contains","2785","The ""contains"" operator/method is used to determine if an entity collection contains an element with a particular property."
"latitude-longitude","2785","Managing data about geographic point locations, using a latitude-longitude pair (degrees north/south, and east/west, respectively) per point."
"indexoutofboundsexception","2784","An exception that occurs when you attempt to access an object that is outside the boundaries of the container. Common containers are arrays or array-based objects. This is a language-independent tag."
"python-2.x","2783","For questions about Python programming that are specific to version 2.x of the language. Use the more generic [python] tag for all Python questions, and only add this tag if your question is version-specific."
"partitioning","2783","Partitioning is a performance strategy whereby you divide possibly very large groups of data into some number of smaller groups of data."
"innerhtml","2780","innerHTML is a DOM node's property that gets or sets the inner HTML code of an HTML element. It is commonly used in Javascript to dynamically change or read from a page."
"chai","2780","Chai is a BDD/TDD assertion library for Node.js and browsers that can be used with any Javascript testing framework. "
"datetime-format","2780","datetime-format is a transformation of a timestamp from an industry standard format, such as UTC or ISO, to a format which conforms to the standards of a particular locale or audience"
"iphone-sdk-3.0","2778","Refers to the iPhone software development kit, version 3.0."
"transpose","2778","Transposition is an operation that applies to matrices wherein the rows and columns are swapped"
"new-operator","2777","new is a language construct that dynamically allocates memory from free store and initialises the memory using the constructor. "
"instagram-api","2777","The Instagram API enables the integration of Instagram's photos\videos content and functionality into a website, application or a device. Tag specific questions about the use of Instagram API."
"video-processing","2776","Video processing deals mostly with filtering video frames. Most common filters are noise removal, contrast and color modifications. For questions related to trimming and modifying videos use [video-editing], and [video-encoding] for questions related to editing videos into any format."
"prototypejs","2773","Prototype is a JavaScript Framework that extends built-in classes to ease JS development. Do not use this tag for questions about the JS prototype object extension, as that is unrelated"
"angular-ui","2772","AngularUI is the enhancement companion suite to the AngularJS framework. It contains UI widgets and directives that are not part of the AngularJS core but are commonly needed in a project."
"windows-server-2008","2770","Windows Server 2008 (sometimes abbreviated as ""Win2K8"") is one of Microsoft Windows' server line of operating systems. Released to manufacturing on February 4, 2008, and officially released on February 27, 2008, it is the successor to Windows Server 2003, released nearly five years earlier. A second release, named Windows Server 2008 R2, was released to manufacturing on July 22, 2009. Like Win Vista and Win 7, Win Server 2008 is based on Windows NT 6.x."
"compiler-optimization","2770","Compiler optimization involves adapting a compiler to reduce run-time or object size or both.  This can be accomplished using compiler arguments (i.e. CFLAGS, LDFLAGS), compiler plugins (DEHYDRA for instance) or direct modifications to the compiler (such as modifying source code)."
"swipe","2769","A quick motion gesture across the touchscreen."
"crontab","2769","A crontab file specifies shell commands to run periodically on a given schedule.  Please review the tag wiki for troubleshooting tips before posting!"
"repeater","2769","The Repeater control is used to display a repeated list of items that are bound to the control."
"slim","2763","Slim for PHP is a RESTful micro framework for PHP 5 inspired by Sinatra."
"min","2759","Minimum value. Smallest, tiniest, least."
"blogs","2757","A hip and trendy journal for the web. Should be used for rare questions about blogs, not questions on specific blogging software. Don't mix with blogging software tags like wordpress, blogger, medium, etc"
"system-verilog","2757","SystemVerilog is a unified hardware design, specification, and verification language based on extensions to Verilog."
"array-formulas","2756","A formula that works with an array as opposed to single data values"
"observablecollection","2756","ObservableCollection is a .NET collection class that sends event notifications when items are added, removed, replaced, moved, or reordered in the collection, or when the entire contents of the collection are replaced."
"windbg","2756","WinDbg is a user and kernel mode debugger for Windows. It can be used to debug both native and managed code. "
"breakpoints","2753","A breakpoint is a mechanism offered by a development environment that allows to interrupt and suspend the execution of a program for debugging purpose, in view of resuming the execution.  "
"castle-windsor","2753","Castle Windsor is an Inversion of Control container for .NET.  There is comprehensive documentation available which can answer most of your questions so it's always worthwhile to RTM first.  Also check out its group on Google groups, which is where most of Castle experts hang out. "
"identity","2753","An inherent property of an entity that distinguishes that entity from all others. Frequently used to refer to user identity and authentication."
"private","2752","Private is a way of encapsulation in object-oriented programming."
"solaris","2749","Solaris is a commercial Unix operating system sold by Oracle, previously (before 2010) from Sun Microsystems.  It can run on SPARC or x86 hardware."
"git-submodules","2749","Submodules allow you to keep a Git repository as a subdirectory of another Git repository."
"viewcontroller","2747","viewcontroller is a design pattern which is a hybrid of the view and controller components of the MVC architecture "
"v8","2747","V8 is Google's open source JavaScript engine."
"paint","2747","The act of displaying a GUI component on a screen output device"
"avaudioplayer","2746","Apple’s AVFoundation framework includes AVAudioPlayer, an easy, feature rich, Objective-C based API for playing audio files."
"pie-chart","2746","A pie chart is a circular representation of data divided into sections by the drawing of radii."
"nest","2746","NEST is a .NET client for elasticsearch"
"browser-cache","2745","Browser caches are an instance of the optimization mechanism known as a cache."
"wear-os","2745","Wear OS is an operating system extended from the Android platform that powers a new generation of wearable devices"
"itertools","2744","A standard library module for Python with utilities for iterables. Also add the python tag for increased visibility."
"docx","2742",".docx is the file extension for files created using the default format of Microsoft Word 2007 or higher.  Use this tag when you are working with .docx files programmatically, such as generating .docx, extracting data from .docx or editing a .docx"
"swift5","2742","Use this tag only for questions directly related to changes in version 5 of Apple's Swift programming language. Use the tag [swift] for more general language questions, or the tags [ios], [cocoa], [apple-watch] etc. for questions about developing on Apple platforms."
"jython","2741","Jython is an open-source implementation of the Python programming language in Java.  Use this tag for questions specific to this implementation, general Python questions should just be tagged with ""python""."
